Date,Stock Code,Stock Name,Aggregated Reportable Short Positions (Shares),Aggregated Reportable Short Positions (HK$)
02/12/2022,2423,BEKE-W,0,0
02/12/2022,2500,VENUS MEDTECH-B,10338330,141841888
02/12/2022,2518,AUTOHOME-S,0,0
02/12/2022,2552,HUA MEDICINE-B,4250606,16577363
02/12/2022,2588,BOC AVIATION,11950701,717042060
02/12/2022,2599,SHINSUN HOLD GP,2972306,1099753
02/12/2022,2600,CHALCO,140048170,460758479
02/12/2022,2601,CPIC,27075628,472198952
02/12/2022,2607,SH PHARMA,10606857,135555632
02/12/2022,2611,GTJA,4261501,38353509
02/12/2022,2616,CSTONE PHARMA-B,12094337,44869990
02/12/2022,2618,JD LOGISTICS,21922247,309542128
02/12/2022,2628,CHINA LIFE,144599520,1709166326
02/12/2022,2638,HKELECTRIC-SS,50869878,283345220
02/12/2022,2666,UNI MEDICAL,4177410,17545122
02/12/2022,2669,CHINA OVS PPT,30762644,255329945
02/12/2022,2678,TEXHONG TEXTILE,2369500,15212190
02/12/2022,2686,AAG ENERGY,2721000,3836610
02/12/2022,2688,ENN ENERGY,18466041,1914928452
02/12/2022,2689,ND PAPER,71402291,439838113
02/12/2022,2727,SH ELECTRIC,39326553,71181061
02/12/2022,2777,R&F PROPERTIES,131896982,244009417
02/12/2022,2778,CHAMPION REIT,24334216,66432410
02/12/2022,2799,CHINA HUARONG,174062435,69624974
02/12/2022,2800,TRACKER FUND,18040870,338627130
02/12/2022,2801,ISHARES CHINA,0,0
02/12/2022,2802,ISHARES EM ASIA,0,0
02/12/2022,2803,PP BEDROCK,0,0
02/12/2022,2804,PREMIA VIET,0,0
02/12/2022,2806,GX CN CONSUME,0,0
02/12/2022,2807,GX CN ROBO&AI,0,0
02/12/2022,2809,GX CN CLN EN,0,0
02/12/2022,2810,PREMIAEMASEAN,0,0
02/12/2022,2811,HT CSI300 ETF,0,0
02/12/2022,2812,SAMSUNGCDGN,0,0
02/12/2022,2813,CAM CTPB BOND,0,0
02/12/2022,2814,SAMSUNG FANG,0,0
02/12/2022,2817,PP CGBOND,0,0
02/12/2022,2819,ABF HK IDX ETF,0,0
02/12/2022,2820,GX CN BIOTECH,0,0
02/12/2022,2821,ABF PAIF,0,0
02/12/2022,2822,CSOP A50 ETF,18929800,248737572
02/12/2022,2823,ISHARES A50,29897500,408100875
02/12/2022,2825,WISECSIHK100ETF,0,0
02/12/2022,2826,GX CN CLOUD,0,0
02/12/2022,2827,WISE CSI300 ETF,0,0
02/12/2022,2828,HSCEI ETF,1207040,77878221
02/12/2022,2829,ISHARESCGB,0,0
02/12/2022,2832,BOSERA STAR50,0,0
02/12/2022,2834,ISHARESND100,0,0
02/12/2022,2835,PHILLIP HKNEWEQ,0,0
02/12/2022,2836,ISHARES INDIA,0,0
02/12/2022,2838,HS FCI50 ETF,0,0
02/12/2022,2839,CAM MSCI A50,0,0
02/12/2022,2840,SPDR GOLD TRUST,0,0
02/12/2022,2843,AMUNDI A50,0,0
02/12/2022,2845,GX CN EV BATT,0,0
02/12/2022,2846,ISHARESCSI300,0,0
02/12/2022,2848,TRMSCIKOREA,0,0
02/12/2022,2849,GX AUTO EV,0,0
02/12/2022,2858,YIXIN,11660000,10027600
02/12/2022,2866,COSCO SHIP DEV,31584335,32531865
02/12/2022,2869,GREENTOWN SER,67219498,349541390
02/12/2022,2877,SHINEWAY PHARM,1047000,7412760
02/12/2022,2883,CHINA OILFIELD,40351184,389792437
02/12/2022,2888,STANCHART,1156193,64110902
02/12/2022,2899,ZIJIN MINING,431365530,4563847307
02/12/2022,3001,PP CNUSDPROP,0,0
02/12/2022,3003,CSOP MSCI A 50,0,0
02/12/2022,3004,CSOP VIETNAM30,0,0
02/12/2022,3005,CSOPCSI500ETF,0,0
02/12/2022,3006,A GX META,0,0
02/12/2022,3007,TRFXIC50,0,0
02/12/2022,3010,ISHARES AXJ,0,0
02/12/2022,3011,A ICBCCICCUSD,0,0
02/12/2022,3012,AMUNDI HK35,0,0
02/12/2022,3015,X TRNIFTY50,0,0
02/12/2022,3020,X TRMSCIUSA,0,0
02/12/2022,3021,FB FTSE TAIWAN,0,0
02/12/2022,3022,ISHARESMSCIEM,0,0
02/12/2022,3023,PA AI&ROBOTICS,0,0
02/12/2022,3024,WISE SSE50ETF,0,0
02/12/2022,3029,GX HS ESG,0,0
02/12/2022,3030,VPEMQQ ETF,0,0
02/12/2022,3031,HT CH A ESG,0,0
02/12/2022,3032,HSTECH ETF,0,0
02/12/2022,3033,CSOP HS TECH,17655200,67513485
02/12/2022,3034,A CSOP META,0,0
02/12/2022,3036,TRMSCITAIWAN,0,0
02/12/2022,3037,CSOP HSI ETF,15000000,284250000
02/12/2022,3039,EFUNDHSIESG,0,0
02/12/2022,3040,GX MSCI CHINA,0,0
02/12/2022,3041,GX CN PB BOND,0,0
02/12/2022,3047,F SSIFIRONORE,0,0
02/12/2022,3050,GX CN GL LEADER,0,0
02/12/2022,3051,A GXASINNOVATOR,0,0
02/12/2022,3053,A CSOP HKD MM,0,0
02/12/2022,3058,A GXCNINNOVATOR,0,0
02/12/2022,3059,GX AGREENBOND,0,0
02/12/2022,3060,F CICC CARBON,0,0
02/12/2022,3067,ISHARESHSTECH,0,0
02/12/2022,3069,CAM HSBIOTECH,0,0
02/12/2022,3070,PING AN HKDIV,0,0
02/12/2022,3071,A CICC HKD,0,0
02/12/2022,3072,NIKKOAM INET,0,0
02/12/2022,3073,SPDR GREATCHINA,0,0
02/12/2022,3074,ISHARESMSCITW,0,0
02/12/2022,3076,FB TW SEMICON,0,0
02/12/2022,3077,PREMIA UST,0,0
02/12/2022,3079,CICC CGB,0,0
02/12/2022,3080,PING AN CGB,0,0
02/12/2022,3081,VALUEGOLD ETF,0,0
02/12/2022,3086,CAM NASDAQ100,0,0
02/12/2022,3087,X TRFTSEVIET,0,0
02/12/2022,3088,CAM HS TECH,0,0
02/12/2022,3091,A NIKKOAMMETA,0,0
02/12/2022,3093,CICCSELECT100,0,0
02/12/2022,3096,A CSOP USD MM,0,0
02/12/2022,3097,F GX OIL,0,0
02/12/2022,3100,EFUND CSI300,0,0
02/12/2022,3108,HGI ESGLEADER,0,0
02/12/2022,3109,CSOP STAR 50,0,0
02/12/2022,3110,GX HS HIGH DIV,0,0
02/12/2022,3111,EFUNDMSCIA50,0,0
02/12/2022,3115,ISHARESHSI,0,0
02/12/2022,3116,GX AP HIGH DIV,0,0
02/12/2022,3117,GX CN GAME&ENT,0,0
02/12/2022,3118,HGI MSCI CN A,0,0
02/12/2022,3119,GX ASIA SEMICON,0,0
02/12/2022,3121,CAM AP REAL EST,0,0
02/12/2022,3122,A CSOP RMB MM,0,0
02/12/2022,3124,GX CN ECOM&LOG,0,0
02/12/2022,3125,ISHARESSDCPBB,0,0
02/12/2022,3127,GX CSI300,0,0
02/12/2022,3128,HS AINDTOPETF,0,0
02/12/2022,3130,HS CSI300,0,0
02/12/2022,3132,SAMSUNG SEMICON,0,0
02/12/2022,3134,CSOP CSI PV,0,0
02/12/2022,3136,HSI ESG ETF,0,0
02/12/2022,3139,A GX EV BATT,0,0
02/12/2022,3141,CAM ASIA IGB,0,0
02/12/2022,3143,CAM HK BANKS,0,0
02/12/2022,3145,CAM ASIA HIGHDV,0,0
02/12/2022,3147,CSOP CHINEXT,0,0
02/12/2022,3149,CSOP MSCI,0,0
02/12/2022,3151,PREMIA STAR50,0,0
02/12/2022,3155,A HGI LIFESTYLE,0,0
02/12/2022,3160,CAM JAPAN HDG,0,0
02/12/2022,3162,CSOP SMARTDRIVE,0,0
02/12/2022,3163,PA MULTI-FACTOR,0,0
02/12/2022,3165,CAM EU QLTY HDG,0,0
02/12/2022,3166,PA QLTY FACTOR,0,0
02/12/2022,3167,ICBCCSOPCHINA,0,0
02/12/2022,3171,A SS BLOCKCHAIN,0,0
02/12/2022,3172,A SS ASIA META,0,0
02/12/2022,3173,PP CN NEWECON,0,0
02/12/2022,3174,CSOP HEALTHCARE,0,0
02/12/2022,3175,F SAMSUNG OIL,0,0
02/12/2022,3176,HS CHNEWECON,0,0
02/12/2022,3181,PREMIAASIATEC,0,0
02/12/2022,3182,WISE NEW ECON50,0,0
02/12/2022,3185,GX FINTECH,0,0
02/12/2022,3186,CICCKRANECNET,0,0
02/12/2022,3187,SAMSUNG REITS,0,0
02/12/2022,3188,CAM CSI300,15276390,672772216
02/12/2022,3190,FB SSH HIGH DIV,0,0
02/12/2022,3191,GX CN SEMICON,0,0
02/12/2022,3192,A BOS RMB MM,0,0
02/12/2022,3193,CSOP CSI 5G,0,0
02/12/2022,3194,CSOP CLOUD ETF,0,0
02/12/2022,3198,PING AN 5HANDL,0,0
02/12/2022,3199,ICBCCSOP CGPB,0,0
02/12/2022,3301,RONSHINECHINA,14538076,10758176
02/12/2022,3306,JNBY,971000,8486540
02/12/2022,3308,GOLDEN EAGLE,427000,2344230
02/12/2022,3309,C-MER EYE,9936511,40441600
02/12/2022,3311,CHINA STATE CON,46823282,418600141
02/12/2022,3316,BINJIANG SER,178000,3289440
02/12/2022,3319,A-LIVING,87262517,829866537
02/12/2022,3320,CHINARES PHARMA,66644217,430521642
02/12/2022,3323,CNBM,95363665,638936556
02/12/2022,3328,BANKCOMM,64249504,278842847
02/12/2022,3331,VINDA INT'L,13800639,274080691
02/12/2022,3333,EVERGRANDE,261566997,431585545
02/12/2022,3336,JU TENG INTL,757424,1007374
02/12/2022,3339,LONKING,23934007,33028930
02/12/2022,3347,TIGERMED,7042392,527475161
02/12/2022,3360,FE HORIZON,139901332,825417859
02/12/2022,3377,SINO-OCEAN GP,48234176,46304809
02/12/2022,3380,LOGAN GROUP,20407860,18775231
02/12/2022,3383,AGILE GROUP,108599716,271499290
02/12/2022,3396,LEGENDHOLDING,2170898,16954713
02/12/2022,3403,CAM HSI ESG,0,0
02/12/2022,3600,MODERN DENTAL,2390000,4541000
02/12/2022,3606,FUYAO GLASS,18303038,618642684
02/12/2022,3613,TONGRENTANGCM,4468066,46199802
02/12/2022,3618,CQRC BANK,30449629,78560043
02/12/2022,3633,ZHONGYU ENERGY,2441963,13552895
02/12/2022,3668,YANCOAL AUS,1349200,38722040
02/12/2022,3669,YONGDA AUTO,16839225,84532910
02/12/2022,3690,MEITUAN-W,79503866,13356649488
02/12/2022,3692,HANSOH PHARMA,53249601,789159087
02/12/2022,3709,EEKA FASHION,712000,7233920
02/12/2022,3738,VOBILE GROUP,111772074,422498440
02/12/2022,3759,PHARMARON,7809403,353765956
02/12/2022,3799,DALI FOODS,42092274,148585727
02/12/2022,3800,GCL TECH,1242370990,2807758437
02/12/2022,3808,SINOTRUK,27156270,283511459
02/12/2022,3836,HARMONY AUTO,28215000,32729400
02/12/2022,3866,BQD,0,0
02/12/2022,3868,XINYI ENERGY,31248202,75620649
02/12/2022,3877,CSSC SHIPPING,8232000,9302160
02/12/2022,3883,CHINA AOYUAN,108854836,128448706
02/12/2022,3888,KINGSOFT,29362028,745795511
02/12/2022,3898,TIMES ELECTRIC,15027570,550760441
02/12/2022,3899,CIMC ENRIC,47436196,387553721
02/12/2022,3900,GREENTOWN CHINA,40053015,518286014
02/12/2022,3908,CICC,54565031,784645146
02/12/2022,3913,KWG LIVING,24862658,40774759
02/12/2022,3918,NAGACORP,18057479,105997402
02/12/2022,3933,UNITED LAB,4707913,19584918
02/12/2022,3948,YITAI COAL,231100,2417306
02/12/2022,3958,DFZQ,17314162,64754966
02/12/2022,3968,CM BANK,117746434,4533237709
02/12/2022,3969,CHINA CRSC,20226346,49959075
02/12/2022,3983,CHINA BLUECHEM,8701921,16185573
02/12/2022,3988,BANK OF CHINA,629704586,1700202382
02/12/2022,3990,MIDEA REAL EST,12699881,144524646
02/12/2022,3993,CMOC,278748627,1000707571
02/12/2022,3996,CH ENERGY ENG,36120000,33230400
02/12/2022,3998,BOSIDENG,245280689,944330653
02/12/2022,4332,AMGEN-T,0,0
02/12/2022,4333,CISCO-T,0,0
02/12/2022,4335,INTEL-T,0,0
02/12/2022,4336,APPL MATERIAL-T,0,0
02/12/2022,4337,STARBUCKS-T,0,0
02/12/2022,4338,MICROSOFT-T,0,0
02/12/2022,6030,CITIC SEC,57011015,884810953
02/12/2022,6049,POLY PPT SER,4285733,190286545
02/12/2022,6055,CTIHK,6078656,60786560
02/12/2022,6060,ZA ONLINE,56379029,1172683803
02/12/2022,6066,CSC,33275502,225275149
02/12/2022,6069,SY HOLDINGS,5747548,35060043
02/12/2022,6078,HYGEIA HEALTH,44772122,2086380885
02/12/2022,6088,FIT HON TENG,28025176,52687331
02/12/2022,6098,CG SERVICES,87726553,1642241072
02/12/2022,6099,CMSC,9196482,69893263
02/12/2022,6100,TONGDAO LIEPIN,0,0
02/12/2022,6110,TOPSPORTS,26490353,140133967
02/12/2022,6122,JIUTAI RCB,0,0
02/12/2022,6127,JOINN,2527700,102119080
02/12/2022,6160,BEIGENE,3731343,440298474
02/12/2022,6169,YUHUA EDU,80648978,89520366
02/12/2022,6178,EB SECURITIES,4560600,24581634
02/12/2022,6185,CANSINOBIO,11266996,1019663138
02/12/2022,6186,CHINA FEIHE,116894330,728251676
02/12/2022,6196,BANKOFZHENGZHOU,474002,535622
02/12/2022,6198,QINGDAO PORT,1587294,5761877
02/12/2022,6199,BANK OF GUIZHOU,0,0
02/12/2022,6600,SCICLONE PHARMA,168000,1029840
02/12/2022,6606,NH HEALTH-B,6346069,126794459
02/12/2022,6608,BAIRONG-W,2538500,22821115
02/12/2022,6616,GLOBAL NEW MAT,4029000,15068460
02/12/2022,6618,JD HEALTH,85745869,6130829634
02/12/2022,6639,ARRAIL GROUP,1435000,10375050
02/12/2022,6655,HUAXIN CEMENT,1121600,9320496
02/12/2022,6666,EVERG SERVICES,66013475,151830993
02/12/2022,6680,JLMAG,294200,6854860
02/12/2022,6690,HAIER SMARTHOME,141734355,3585879182
02/12/2022,6699,ANGELALIGN,8494049,878284667
02/12/2022,6806,SWHY,20623200,29697408
02/12/2022,6808,SUNART RETAIL,43735371,97529877
02/12/2022,6818,CEB BANK,44799712,102591340
02/12/2022,6821,ASYMCHEM,508560,48872616
02/12/2022,6823,HKT-SS,29815014,280559282
02/12/2022,6830,HUAZHONG IN-V,11024000,26457600
02/12/2022,6837,HAITONG SEC,68935913,328824305
02/12/2022,6855,ASCENTAGE-B,4213096,88475016
02/12/2022,6862,HAIDILAO,139674285,2828404271
02/12/2022,6865,FLAT GLASS,71899705,1459564012
02/12/2022,6868,TENFU,0,0
02/12/2022,6869,YOFC,3648580,50861205
02/12/2022,6878,DIFFER GP AUTO,201239166,301858749
02/12/2022,6881,CGS,53122487,202927900
02/12/2022,6886,HTSC,14432577,129027238
02/12/2022,6908,HG SEMI,1824875,5839600
02/12/2022,6968,GANGLONG CHINA,5994044,3956069
02/12/2022,6969,SMOORE INTL,235163769,2807855402
02/12/2022,6978,IMMUNOTECH-B,4739009,24168946
02/12/2022,6988,JOY SPREADER,44470000,77822500
02/12/2022,6989,EXCELLENCE CM,8576000,32931840
02/12/2022,6993,BLUE MOON GROUP,35208084,185898684
02/12/2022,6996,ANTENGENE-B,6895311,28270775
02/12/2022,7200,FL2 CSOP HSI,0,0
02/12/2022,7204,XL2CSOPUSOILGAS,0,0
02/12/2022,7226,XL2CSOPHSTECH,0,0
02/12/2022,7230,FL2 GX HSCEI,0,0
02/12/2022,7231,FL2 GX HSI,0,0
02/12/2022,7232,FL2FBFTTAIWAN,0,0
02/12/2022,7233,XL2CSOPCSI300,0,0
02/12/2022,7234,XL2 BOS CHINEXT,0,0
02/12/2022,7248,XL2 CSOP A50,0,0
02/12/2022,7252,XL2CSOPBROKER,0,0
02/12/2022,7261,FL2CAMNDQ100,0,0
02/12/2022,7266,FL2CSOPNASDAQ,0,0
02/12/2022,7272,XL2CAMCSI300,0,0
02/12/2022,7288,FL2 CSOP HSCEI,0,0
02/12/2022,7299,FL2CSOPGOLD,0,0
02/12/2022,7300,FI CSOP HSI,0,0
02/12/2022,7322,XI GX S&P500,0,0
02/12/2022,7331,FICAMNDQ100,0,0
02/12/2022,7332,FIFBFTTAIWAN,0,0
02/12/2022,7333,XICSOPCSI300,0,0
02/12/2022,7336,FI GX HSI,0,0
02/12/2022,7345,FI CSOP OIL,0,0
02/12/2022,7348,XI CSOP A50,0,0
02/12/2022,7362,FI GX HSCEI,0,0
02/12/2022,7373,XICAMCSI300,0,0
02/12/2022,7374,FI CSOPGOLD,0,0
02/12/2022,7500,FI2 CSOP HSI,10521900,63762714
02/12/2022,7505,XI2CSOPUSOILGAS,0,0
02/12/2022,7522,FI2CAMNDQ100,0,0
02/12/2022,7552,XI2CSOPHSTECH,8722200,75010920
02/12/2022,7568,FI2CSOPNASDAQ,0,0
02/12/2022,7588,FI2 CSOP HSCEI,0,0
02/12/2022,8032,VIVA CHINA,41064000,43117200
02/12/2022,8075,MEDIA ASIA,0,0
02/12/2022,8083,CHINA YOUZAN,267004159,52065811
02/12/2022,8137,HONBRIDGE,10864000,3204880
02/12/2022,9001,PP CNUSDPROP-U,0,0
02/12/2022,9010,ISHARES AXJ-U,0,0
02/12/2022,9011,A ICBCCICCUSD-U,0,0
02/12/2022,9022,ISHARESMSCIEM-U,0,0
02/12/2022,9031,HT CH A ESG-U,0,0
02/12/2022,9047,F SSIFIRONORE-U,0,0
02/12/2022,9060,F CICC CARBON-U,0,0
02/12/2022,9067,ISHARESHSTECH-U,0,0
02/12/2022,9069,CAM HSBIOTECH-U,0,0
02/12/2022,9072,NIKKOAM INET-U,0,0
02/12/2022,9074,ISHARESMSCITW-U,0,0
02/12/2022,9077,PREMIA UST-U,0,0
02/12/2022,9078,PREMIA UST A-U,0,0
02/12/2022,9081,VALUEGOLD ETF-U,0,0
02/12/2022,9086,CAM NASDAQ100-U,0,0
02/12/2022,9088,CAM HS TECH-U,0,0
02/12/2022,9091,A NIKKOAMMETA-U,0,0
02/12/2022,9096,A CSOP USD MM-U,0,0
02/12/2022,9115,ISHARESHSI-U,0,0
02/12/2022,9125,ISHARESSDCPBB-U,0,0
02/12/2022,9141,CAM ASIA IGB-U,0,0
02/12/2022,9151,PREMIA STAR50-U,0,0
02/12/2022,9167,ICBCCSOPCHINA-U,0,0
02/12/2022,9173,PP CN NEWECON-U,0,0
02/12/2022,9177,PP CGBOND HDG-U,0,0
02/12/2022,9181,PREMIAASIATEC-U,0,0
02/12/2022,9186,CICCKRANECNET-U,0,0
02/12/2022,9187,SAMSUNG REITS-U,0,0
02/12/2022,9191,GX CN SEMICON-U,0,0
02/12/2022,9403,CAM HSI ESG-U,0,0
02/12/2022,9618,JD-SW,31353882,6810063170
02/12/2022,9626,BILIBILI-W,16937216,2261118336
02/12/2022,9633,NONGFU SPRING,113335265,4998085187
02/12/2022,9666,JINKE SERVICES,7012149,107987095
02/12/2022,9668,CBHB,12343949,13454904
02/12/2022,9688,ZAI LAB,1732640,49206976
02/12/2022,9696,TIANQI LITHIUM,2802268,182988100
02/12/2022,9698,GDS-SW,17176157,252145985
02/12/2022,9801,ISHARES CHINA-U,0,0
02/12/2022,9803,PP BEDROCK-U,0,0
02/12/2022,9804,PREMIA VIET-U,0,0
02/12/2022,9806,GX CN CONSUME-U,0,0
02/12/2022,9807,GX CN ROBO&AI-U,0,0
02/12/2022,9809,GX CN CLN EN-U,0,0
02/12/2022,9810,PREMIAEMASEAN-U,0,0
02/12/2022,9812,SAMSUNGCDGN-U,0,0
02/12/2022,9813,CAM CTPB BOND-U,0,0
02/12/2022,9814,SAMSUNG FANG-U,0,0
02/12/2022,9817,PP CGBOND-U,0,0
02/12/2022,9820,GX CN BIOTECH-U,0,0
02/12/2022,9826,GX CN CLOUD-U,0,0
02/12/2022,9829,ISHARESCGB-U,0,0
02/12/2022,9834,ISHARESND100-U,0,0
02/12/2022,9836,ISHARES INDIA-U,0,0
02/12/2022,9839,CAM MSCI A50-U,0,0
02/12/2022,9845,GX CN EV BATT-U,0,0
02/12/2022,9846,ISHARESCSI300-U,0,0
02/12/2022,9858,YOURAN DAIRY,14206769,28839741
02/12/2022,9866,NIO-SW,1832637,171626455
02/12/2022,9868,XPENG-W,59961092,2338482588
02/12/2022,9869,HELENS,37893739,599478951
02/12/2022,9878,HUITONGDA NET,0,0
02/12/2022,9888,BIDU-SW,19622406,2081937277
02/12/2022,9889,DRCB,0,0
02/12/2022,9898,WB-SW,0,0
02/12/2022,9899,CLOUD MUSIC,0,0
02/12/2022,9901,NEW ORIENTAL-S,10795773,238586583
02/12/2022,9909,POWERLONG CM,3704964,21044196
02/12/2022,9922,JIUMAOJIU,131918077,2604062840
02/12/2022,9923,YEAHKA,24242929,490919312
02/12/2022,9926,AKESO-B,47652008,1529629457
02/12/2022,9939,KINTOR PHARMA-B,22158851,284076470
02/12/2022,9955,CLOUDR,0,0
02/12/2022,9956,ANE,1503500,4420290
02/12/2022,9959,LINKLOGIS-W,7499000,30370950
02/12/2022,9961,TRIP.COM-S,5068298,1259978883
02/12/2022,9966,ALPHAMAB-B,14149300,127768179
02/12/2022,9969,INNOCARE-B,11066352,121729872
02/12/2022,9979,GREENTOWN MGMT,8005704,52837646
02/12/2022,9983,CC NEW LIFE,6221000,21897920
02/12/2022,9987,YUM CHINA,1724375,743205625
02/12/2022,9988,BABA-SW,86813614,7361794467
02/12/2022,9989,HEPALINK,524500,2821810
02/12/2022,9990,ARCHOSAUR GAMES,9609378,37957043
02/12/2022,9991,BAOZUN-W,322000,3606400
02/12/2022,9992,POP MART,92144490,1612528575
02/12/2022,9993,RADIANCE HLDGS,22494551,87503803
02/12/2022,9995,REMEGEN-B,8166992,387932120
02/12/2022,9996,PEIJIA-B,1478515,11768979
02/12/2022,9997,KANGJI MEDICAL,13751653,109875707
02/12/2022,9999,NTES-S,27421940,2945116356
02/12/2022,82800,TRACKER FUND-R,0,0
02/12/2022,82811,HT CSI300 ETF-R,0,0
02/12/2022,82813,CAM CTPB BOND-R,0,0
02/12/2022,82817,PP CGBOND-R,0,0
02/12/2022,82822,CSOP A50 ETF-R,0,0
02/12/2022,82823,ISHARES A50-R,0,0
02/12/2022,82828,HSCEI ETF-R,0,0
02/12/2022,82829,ISHARESCGB-R,0,0
02/12/2022,82832,BOSERA STAR50-R,0,0
02/12/2022,82839,CAM MSCI A50-R,0,0
02/12/2022,82843,AMUNDI A50-R,0,0
02/12/2022,82846,ISHARESCSI300-R,0,0
02/12/2022,83001,PP CNUSDPROP-R,0,0
02/12/2022,83005,CSOPCSI500ETF-R,0,0
02/12/2022,83010,ISHARES AXJ-R,0,0
02/12/2022,83012,AMUNDI HK35-R,0,0
02/12/2022,83031,HT CH A ESG-R,0,0
02/12/2022,83053,A CSOP HKD MM-R,0,0
02/12/2022,83059,GX AGREENBOND-R,0,0
02/12/2022,83060,F CICC CARBON-R,0,0
02/12/2022,83079,CICC CGB-R,0,0
02/12/2022,83081,VALUEGOLD ETF-R,0,0
02/12/2022,83093,CICCSELECT100-R,0,0
02/12/2022,83100,EFUND CSI300-R,0,0
02/12/2022,83108,HGI ESGLEADER-R,0,0
02/12/2022,83111,EFUNDMSCIA50-R,0,0
02/12/2022,83115,ISHARESHSI-R,0,0
02/12/2022,83118,HGI MSCI CN A-R,0,0
02/12/2022,83122,A CSOP RMB MM-R,0,0
02/12/2022,83125,ISHARESSDCPBB-R,0,0
02/12/2022,83127,GX CSI300-R,0,0
02/12/2022,83128,HS AINDTOPETF-R,0,0
02/12/2022,83130,HS CSI300-R,0,0
02/12/2022,83147,CSOP CHINEXT-R,0,0
02/12/2022,83149,CSOP MSCI-R,0,0
02/12/2022,83151,PREMIA STAR50-R,0,0
02/12/2022,83167,ICBCCSOPCHINA-R,0,0
02/12/2022,83168,HS RMB GOLD ETF,0,0
02/12/2022,83186,CICCKRANECNET-R,0,0
02/12/2022,83188,CAM CSI300-R,100600,4360004
02/12/2022,83192,A BOS RMB MM-R,0,0
02/12/2022,83199,ICBCCSOP CGPB-R,0,0
02/12/2022,83403,CAM HSI ESG-R,0,0
02/12/2022,87001,HUI XIAN REIT,0,0
